patent_id,patent_type,patent_date,patent_title,year
10007926,utility,2018-06-26,Systems and methods for predicting and pricing of gross rating point scores by modeling viewer data,2018
10007927,utility,2018-06-26,Behavioral targeting system,2018
10007928,utility,2018-06-26,Dynamic presentation of targeted information in a mixed media reality recognition system,2018
10007929,utility,2018-06-26,Messaging system with coordinating messaging units,2018
10007930,utility,2018-06-26,Invocation of advertisements in a virtual universe (VU),2018
10007931,utility,2018-06-26,Method of enhancing emails with targeted ads,2018
10007932,utility,2018-06-26,System and method for creation of visual job advertisements,2018
10007933,utility,2018-06-26,Systems and methods for integrating dynamic content into electronic media,2018
10007934,utility,2018-06-26,System and method for self-performing a cosmetic evaluation of an electronic device,2018
10007935,utility,2018-06-26,"Information processing system, information processing method, and information processing program",2018
10007936,utility,2018-06-26,Product review platform based on social connections,2018
10007937,utility,2018-06-26,Marketplace seller referrals,2018
10007938,utility,2018-06-26,Real-time priced (RTP) cellular service marketplace,2018
10007939,utility,2018-06-26,Computer systems and a related method for enabling a prospective buyer to browse a vendor's website to purchase goods or services,2018
10007940,utility,2018-06-26,Transaction processing with payment agent,2018
10007941,utility,2018-06-26,Location-based obfuscation of user information,2018
10007942,utility,2018-06-26,System and methods for real estate service provider recommendation,2018
10007943,utility,2018-06-26,Vendor website GUI for marketing greeting cards and envelopes,2018
10007944,utility,2018-06-26,System and method for providing information tagging in a networked system,2018
10007945,utility,2018-06-26,Searching for goods and services based on keywords and proximity,2018
10007946,utility,2018-06-26,"Systems, methods, and devices for measuring similarity of and generating recommendations for unique items",2018
10007947,utility,2018-06-26,Throttle-triggered suggestions,2018
10007948,utility,2018-06-26,Systems and methods for facilitating a transaction relating to newly identified items using augmented reality,2018
10007949,utility,2018-06-26,Visual depiction of warnings and errors,2018
10007950,utility,2018-06-26,Integrating multiple trading platforms with a central trade processing system,2018
10007951,utility,2018-06-26,IT asset management trend charting for compliance over time,2018
10007952,utility,2018-06-26,Systems and methods for processing vehicle or driver performance data,2018
10007953,utility,2018-06-26,Fund withholding for payroll payments,2018
10007954,utility,2018-06-26,Managing an initial post on a website,2018
10007955,utility,2018-06-26,Base-business cards,2018
10007956,utility,2018-06-26,Systems and methods of data mining to customize software trial demonstrations,2018
10007957,utility,2018-06-26,Selecting search results for responding to search query,2018
10007958,utility,2018-06-26,Lighting audit docking station device and method thereof,2018
10007959,utility,2018-06-26,High density residential subdivsion with courtyard common layout,2018
10007960,utility,2018-06-26,Electronic license management,2018
10007961,utility,2018-06-26,Treatment planning system for radiopharmaceuticals,2018
10007962,utility,2018-06-26,System for tracking the location and activities of persons,2018
10007963,utility,2018-06-26,Context-based provision of screenshot modifications,2018
10007964,utility,2018-06-26,Image processing methods and arrangements,2018
10007965,utility,2018-06-26,Dynamic kernel modification for graphics processing units,2018
10007966,utility,2018-06-26,Systems and methods for recipient-side image processing,2018
10007967,utility,2018-06-26,Temporal and spatial video noise reduction,2018
10007968,utility,2018-06-26,Image-processing circuit and display device having the same,2018
10007969,utility,2018-06-26,Selectively deteriorate eBook for secondary market,2018
10007970,utility,2018-06-26,Image up-sampling with relative edge growth rate priors,2018
10007971,utility,2018-06-26,Systems and methods for user machine interaction for image-based metrology,2018
10007972,utility,2018-06-26,Image processing apparatus and method for performing preprocessing to obtain image with improved sharpness,2018
10007973,utility,2018-06-26,"Image processing apparatus, method of controlling image processing apparatus, and storage medium",2018
10007974,utility,2018-06-26,Enhancing images,2018
10007975,utility,2018-06-26,Image processing device and GUI configuration command method for image processing device,2018
10007976,utility,2018-06-26,"Image processing apparatus, medical image diagnostic apparatus, and x-ray diagnostic apparatus",2018
10007977,utility,2018-06-26,Techniques for predicting perceptual video quality,2018
10007978,utility,2018-06-26,Method and device for processing image of upper garment,2018
10007979,utility,2018-06-26,Key identification system,2018
10007980,utility,2018-06-26,Inspection method and inspection apparatus,2018
10007981,utility,2018-06-26,Automated radial imaging and analysis system,2018
10007982,utility,2018-06-26,Automated percentage of breast density measurements for full field digital mammography,2018
10007983,utility,2018-06-26,Image processing method based on the finite element method for directly solving inverse problems in structural mechanics,2018
10007984,utility,2018-06-26,Method for quantifying medical image,2018
10007985,utility,2018-06-26,Method for the automatic segmentation and quantification of body tissues,2018
10007986,utility,2018-06-26,Linear-based eulerian motion modulation,2018
10007987,utility,2018-06-26,Enhanced tooth shade matching system,2018
10007988,utility,2018-06-26,Systems and methods for approximating the soft tissue profile of the skull of an unknown subject,2018
10007989,utility,2018-06-26,"OCT data processing method, storage medium storing program for executing the OCT data processing method, and processing device",2018
10007990,utility,2018-06-26,Generating composite images using estimated blur kernel size,2018
10007991,utility,2018-06-26,Low-cost method to reliably determine relative object position,2018
10007992,utility,2018-06-26,Method and system for assessing damage to infrastucture,2018
10007993,utility,2018-06-26,"Inspection device, inspection method, and computer readable medium storing program causing computer to perform inspection method",2018
10007994,utility,2018-06-26,Stereodepth camera using VCSEL projector with controlled projection lens,2018
